100,3.117021276595745,0.06
200,2.8117647058823527,0.15
300,2.9782608695652173,0.08
400,2.942528735632184,0.13
500,3.1666666666666665,0.1
600,2.891304347826087,0.08
700,2.9782608695652173,0.08
800,2.89010989010989,0.09
900,3.0681818181818183,0.12
1000,3.0555555555555554,0.1
1100,3.076923076923077,0.09
1200,3.011764705882353,0.15
1300,2.897727272727273,0.12
1400,3.3617021276595747,0.06
1500,2.9743589743589745,0.22
1600,2.9885057471264367,0.13
1700,3.127659574468085,0.06
1800,3.2325581395348837,0.14
1900,3.425531914893617,0.06
2000,3.0543478260869565,0.08
2100,3.011111111111111,0.1
2200,3.2790697674418605,0.14
2300,3.2111111111111112,0.1
2400,2.8777777777777778,0.1
2500,3.0568181818181817,0.12
2600,2.8735632183908044,0.13
2700,2.934065934065934,0.09
2800,2.9894736842105263,0.05
2900,3.3095238095238093,0.16
3000,3.2023809523809526,0.16
3100,3.046511627906977,0.14
3200,3.032967032967033,0.09
3300,2.8214285714285716,0.16
3400,3.0,0.16
3500,2.967391304347826,0.08
3600,3.3516483516483517,0.09
3700,2.9186046511627906,0.14
3800,3.218390804597701,0.13
3900,2.9431818181818183,0.12
4000,2.9545454545454546,0.12
4100,2.9310344827586206,0.13
4200,2.9680851063829787,0.06
4300,3.033333333333333,0.1
4400,3.0795454545454546,0.12
4500,3.2289156626506026,0.17
4600,2.7976190476190474,0.16
4700,3.2093023255813953,0.14
4800,2.988888888888889,0.1
4900,3.284090909090909,0.12
5000,3.1149425287356323,0.13
5100,2.2708333333333335,0.52
5200,2.1846153846153844,0.35
5300,2.4423076923076925,0.48
5400,2.4705882352941178,0.49
5500,2.1,0.4
5600,2.2419354838709675,0.38
5700,2.3492063492063493,0.37
5800,2.2222222222222223,0.28
5900,2.4642857142857144,0.44
6000,2.342857142857143,0.3
6100,2.338709677419355,0.38
6200,2.2666666666666666,0.4
6300,2.1746031746031744,0.37
6400,2.2586206896551726,0.42
6500,2.3653846153846154,0.48
6600,2.559322033898305,0.41
6700,2.566666666666667,0.4
6800,2.2777777777777777,0.46
6900,2.457627118644068,0.41
7000,2.28125,0.36
7100,2.4444444444444446,0.37
7200,2.406779661016949,0.41
7300,2.6724137931034484,0.42
7400,2.35,0.4
7500,2.6140350877192984,0.43
7600,2.303030303030303,0.34
7700,2.5084745762711864,0.41
7800,2.1818181818181817,0.34
7900,2.8181818181818183,0.45
8000,2.207547169811321,0.47
8100,2.4833333333333334,0.4
8200,2.2586206896551726,0.42
8300,2.3333333333333335,0.43
8400,2.316666666666667,0.4
8500,2.55,0.4
8600,2.4,0.35
8700,2.433333333333333,0.4
8800,2.0925925925925926,0.46
8900,2.14,0.5
9000,2.2142857142857144,0.3
9100,2.56140350877193,0.43
9200,2.393939393939394,0.34
9300,2.2058823529411766,0.32
9400,2.1029411764705883,0.32
9500,2.6226415094339623,0.47
9600,2.473684210526316,0.43
9700,2.1875,0.36
9800,2.693548387096774,0.38
9900,2.3529411764705883,0.32
10000,2.5535714285714284,0.44
